WikidataITEM,CountryIsoCode,countryLabel,WikidataLabel,Continent,FormerColony,hdi,mobilityScore,loc,lat,long
http://www.wikidata.org/entity/Q912,MLI,Mali,Mali,Africa,True,434.0,48.0,Mali,16.3700359,-2.2900239
http://www.wikidata.org/entity/Q924,TZA,Tanzania,Tanzania,Africa,True,529.0,61.0,Tanzania,-6.5247123,35.7878438
http://www.wikidata.org/entity/Q211,LVA,Latvia,Latvia,Europe,,866.0,130.0,Latvija,56.8406494,24.7537645
http://www.wikidata.org/entity/Q817,KWT,Kuwait,Kuwait,Asia,True,806.0,83.0,الكويت,29.2733964,47.4979476
http://www.wikidata.org/entity/Q221,MKD,North Macedonia,North Macedonia,Europe,,774.0,77.0,Северна Македонија,41.6171214,21.7168387
,,Mayotte,,,,,,"Mayotte, France",-12.825543,45.148490830203045
http://www.wikidata.org/entity/Q77,URY,Uruguay,Uruguay,Latin_America_and_Caribbean,True,817.0,109.0,Uruguay,-32.8755548,-56.0201525
http://www.wikidata.org/entity/Q145,GBR,United Kingdom,United Kingdom,Europe,,932.0,132.0,United Kingdom,54.7023545,-3.2765753
http://www.wikidata.org/entity/Q963,BWA,Botswana,Botswana,Africa,True,735.0,67.0,Botswana,-23.1681782,24.5928742
http://www.wikidata.org/entity/Q881,VNM,Vietnam,Vietnam,Asia,True,704.0,49.0,Việt Nam,15.9266657,107.9650855
http://www.wikidata.org/entity/Q902,BGD,Bangladesh,Bangladesh,Asia,True,632.0,43.0,বাংলাদেশ,24.4769288,90.2934413
http://www.wikidata.org/entity/Q805,YEM,Yemen,Yemen,Asia,True,0.47,36.0,اليمن,16.3471243,47.8915271
,,New Caledonia,,,,,,"Nouvelle-Calédonie, France",-21.3019905,165.4880773
,,Wallis and Futuna,,,,,,"Wallis-et-Futuna, France",-13.289402,-176.204224
,,Hong Kong,,,,,96.0,"香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.2793278,114.1628131
,,Puerto Rico,,,,,,"Puerto Rico, United States",18.2247706,-66.4858295
,,Antarctica,,,,,,Antarctica,-79.4063075,0.3149312
http://www.wikidata.org/entity/Q739,COL,Colombia,Colombia,Latin_America_and_Caribbean,True,767.0,77.0,Colombia,4.099917,-72.9088133
http://www.wikidata.org/entity/Q712,FJI,Fiji,Fiji,Oceania,,743.0,75.0,Viti,-18.1239696,179.0122737
,,Netherlands Antilles,,,,,,"Nederlandse Cariben, Nederland",12.1845,-68.6607922625
http://www.wikidata.org/entity/Q230,GEO,Georgia,Georgia,Asia,True,812.0,84.0,"Georgia, United States",32.3293809,-83.1137366
http://www.wikidata.org/entity/Q810,JOR,Jordan,Jordan,Asia,True,729.0,52.0,الأردن,31.1667049,36.941628
http://www.wikidata.org/entity/Q801,ISR,Israel,Israel,Asia,True,919.0,94.0,ישראל,30.8124247,34.8594762
http://www.wikidata.org/entity/Q34020,NIU,Niue,Niue,Oceania,,,,Niuē,-19.0536414,-169.861341
,,Curaçao,,,,,,"Curaçao, Nederland",12.21339425,-69.0408499890865
,,Neutral Zone,,,,,,"Neutral Zone, Gorham, Cumberland County, Maine, 04038, United States",43.6914083,-70.4611692
http://www.wikidata.org/entity/Q709,MHL,Marshall Islands,Marshall Islands,Oceania,,704.0,72.0,Marshall Islands,8.9995549,168.0002575
http://www.wikidata.org/entity/Q813,KGZ,Kyrgyzstan,Kyrgyzstan,Asia,True,697.0,60.0,Кыргызстан,41.5089324,74.724091
http://www.wikidata.org/entity/Q757,VCT,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Latin_America_and_Caribbean,True,738.0,,Saint Vincent and the Grenadines,12.90447,-61.2765569
http://www.wikidata.org/entity/Q222,ALB,Albania,Albania,Europe,,795.0,71.0,Shqipëria,41.000028,19.9999619
http://www.wikidata.org/entity/Q227,AZE,Azerbaijan,Azerbaijan,Asia,True,756.0,66.0,Azərbaycan,40.3936294,47.7872508
http://www.wikidata.org/entity/Q229,CYP,Cyprus,Cyprus,Europe,,887.0,127.0,Κύπρος - Kıbrıs,34.9823018,33.1451285
http://www.wikidata.org/entity/Q971,COG,Congo,Republic of the Congo,Africa,True,574.0,44.0,République démocratique du Congo,-2.9814344,23.8222636
http://www.wikidata.org/entity/Q16641,ASM,American Samoa,American Samoa,Oceania,,,,"American Samoa, United States",-14.297124,-170.7131481
http://www.wikidata.org/entity/Q846,QAT,Qatar,Qatar,Asia,True,848.0,85.0,قطر,25.3336984,51.2295295
http://www.wikidata.org/entity/Q26988,COK,Cook Islands,Cook Islands,Oceania,,,,Kūki ʻĀirani,-19.99697155,-157.78587140620786
http://www.wikidata.org/entity/Q403,SRB,Serbia,Serbia,Europe,,806.0,82.0,Србија,44.1534121,20.55144
https://www.wikidata.org/wiki/Q219060,PSE,Palestine,State of Palestine,Asia,True,708.0,38.0,"الأراضي الفلسطينية, Palestinian Territory",31.462420950000002,34.262716572130714
,,European Union,,,,,,"Европейски съюз, бул. Черни връх, ж.к. Лозенец, Лозенец, София, Столична, София-град, 1421, България",42.6795427,23.3215483
,,Kosovo,,,,,46.0,Kosova / Kosovo,42.5869578,20.9021231
http://www.wikidata.org/entity/Q695,PLW,Palau,Palau,Oceania,,826.0,66.0,Belau,5.3783537,132.9102573
http://www.wikidata.org/entity/Q734,GUY,Guyana,Guyana,Latin_America_and_Caribbean,True,682.0,71.0,Guyana,4.8417097,-58.6416891
http://www.wikidata.org/entity/Q1027,MUS,Mauritius,Mauritius,Africa,True,804.0,85.0,Mauritius / Maurice,-20.2759451,57.5703566
http://www.wikidata.org/entity/Q657,TCD,Chad,Chad,Africa,True,398.0,47.0,Tchad تشاد,15.6134137,19.0156172
http://www.wikidata.org/entity/Q212,UKR,Ukraine,Ukraine,Europe,,779.0,90.0,Україна,49.4871968,31.2718321
http://www.wikidata.org/entity/Q183,DEU,Germany,Germany,Europe,,947.0,135.0,Deutschland,51.1638175,10.4478313
http://www.wikidata.org/entity/Q148,CHN,China,People's Republic of China,Asia,False,761.0,60.0,中国,35.000074,104.999927
http://www.wikidata.org/entity/Q1019,MDG,Madagascar,Madagascar,Africa,True,528.0,52.0,Madagasikara / Madagascar,-18.9249604,46.4416422
http://www.wikidata.org/entity/Q792,SLV,El Salvador,El Salvador,Latin_America_and_Caribbean,True,673.0,76.0,El Salvador,13.8000382,-88.9140683
,,Yugoslavia,,,,,,"Yugoslavia, Reynold García (Pastorita), Peñas Altas, Ciudad de Matanzas, Matanzas, Cuba",23.04123655,-81.52614194734898
http://www.wikidata.org/entity/Q189,ISL,Iceland,Iceland,Europe,,949.0,129.0,Ísland,64.9841821,-18.1059013
,,"Bonaire, Sint Eustatius and Saba",,,,,,,,
,,Canton and Enderbury Islands,,,,,,,,
http://www.wikidata.org/entity/Q79,EGY,Egypt,Egypt,Africa,True,707.0,49.0,مصر,26.2540493,29.2675469
http://www.wikidata.org/entity/Q238,SMR,San Marino,San Marino,Europe,,,120.0,San Marino,43.9458623,12.458306
http://www.wikidata.org/entity/Q691,PNG,Papua New Guinea,Papua New Guinea,Oceania,,555.0,64.0,Papua Niugini,-5.6816069,144.2489081
http://www.wikidata.org/entity/Q945,TGO,Togo,Togo,Africa,True,515.0,50.0,Togo,8.7800265,1.0199765
,,Christmas Island,,,,,,"Christmas Island, Flying Fish Cove, Shire of Christmas Island, Christmas Island, 6798, Australia",-10.49131475,105.61713690269079
http://www.wikidata.org/entity/Q29999,NLD,Netherlands,Kingdom of the Netherlands,Europe,,944.0,133.0,Nederland,52.2434979,5.6343227
http://www.wikidata.org/entity/Q1029,MOZ,Mozambique,Mozambique,Africa,True,456.0,55.0,Moçambique,-19.302233,34.9144977
http://www.wikidata.org/entity/Q1025,MRT,Mauritania,Mauritania,Africa,True,546.0,51.0,موريتانيا,20.2540382,-9.2399263
http://www.wikidata.org/entity/Q833,MYS,Malaysia,Malaysia,Asia,True,0.81,102.0,Malaysia,4.5693754,102.2656823
http://www.wikidata.org/entity/Q863,TJK,Tajikistan,Tajikistan,Asia,True,668.0,56.0,Тоҷикистон,38.6281733,70.8156541
http://www.wikidata.org/entity/Q750,BOL,Bolivia,Bolivia,Latin_America_and_Caribbean,True,718.0,68.0,Bolivia,-17.0568696,-64.9912286
,,Southern Rhodesia,,,,,,"Rhodesia, Chateau Ville, Don Bosco, Parañaque, Southern Manila District, Metro Manila, 1711, Philippines",14.486479,121.0284087
http://www.wikidata.org/entity/Q1008,CIV,Côte d’Ivoire,Ivory Coast,Africa,True,538.0,55.0,Côte d’Ivoire,7.9897371,-5.5679458
,,Gibraltar,,,,,,Gibraltar,36.1285933,-5.3474761
,,Provisional data,,,,,,,,
http://www.wikidata.org/entity/Q114,KEN,Kenya,Kenya,Africa,True,601.0,61.0,Kenya,1.4419683,38.4313975
